[Fri Dec 09 13:29:33 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 13:53:39 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 14:14:18 2011] [error] [client 127.0.0.1] Premature end of script headers: _all_dbs, referer: http://dev.mongodb.com/index.html
[Fri Dec 09 14:16:03 2011] [error] [client 127.0.0.1] Premature end of script headers: _all_dbs, referer: http://dev.mongodb.com/index.html
[Fri Dec 09 15:22:49 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 15:22:49 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
[Fri Dec 09 15:22:49 2011] [crit] [client 127.0.0.1] (13)Permission denied: /Users/rahmal/projects/sinatra/mongo-web/public/script/test/.htaccess pcfg_openfile: unable to check htaccess file, ensure it is readable, referer: http://dev.mongodb.com/couch_tests.html?script/couch_tests.js
